Timestamp,RSSI,Sub_0,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Sub_6,Sub_7,Sub_8,Sub_9,Sub_10,Sub_11,Sub_12,Sub_13,Sub_14,Sub_15,Sub_16,Sub_17,Sub_18,Sub_19,Sub_20,Sub_21,Sub_22,Sub_23,Sub_24,Sub_25,Sub_26,Sub_27,Sub_28,Sub_29,Sub_30,Sub_31,Sub_32,Sub_33,Sub_34,Sub_35,Sub_36,Sub_37,Sub_38,Sub_39,Sub_40,Sub_41,Sub_42,Sub_43,Sub_44,Sub_45,Sub_46,Sub_47,Sub_48,Sub_49,Sub_50,Sub_51,Sub_52,Sub_53,Sub_54,Sub_55,Sub_56,Sub_57,Sub_58,Sub_59,Sub_60,Sub_61,Sub_62,Sub_63
1787403550.754865,-70,0.0,34.36568055487916,32.38826948140329,30.4138126514911,26.476404589747453,20.8806130178211,17.0,14.142135623730951,12.083045973594572,12.041594578792296,13.0,14.142135623730951,16.0312195418814,18.0,19.0,18.027756377319946,17.11724276862369,15.524174696260024,13.416407864998739,11.661903789690601,10.0,7.211102550927978,3.605551275463989,0.0,2.23606797749979,5.0,6.708203932499369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1622776601683795,2.23606797749979,4.123105625617661,6.082762530298219,6.324555320336759,7.615773105863909,8.602325267042627,10.63014581273465,12.206555615733702,14.317821063276353,15.811388300841896,17.26267650163207,18.110770276274835,18.0,18.110770276274835,18.439088914585774,15.811388300841896,12.649110640673518,10.198039027185569,8.0,6.4031242374328485,9.219544457292887,14.0,21.095023109728988,27.294688127912362,29.154759474226502
1787403550.960078,-69,0.0,23.53720459187964,23.53720459187964,22.561028345356956,19.924858845171276,17.08800749063506,13.892443989449804,10.63014581273465,8.54400374531753,9.055385138137417,9.055385138137417,10.04987562112089,11.045361017187261,12.0,13.038404810405298,13.152946437965905,12.36931687685298,11.704699910719626,11.180339887498949,9.433981132056603,7.810249675906654,6.4031242374328485,3.605551275463989,1.0,3.1622776601683795,4.47213595499958,5.385164807134504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.123105625617661,2.0,2.23606797749979,3.0,4.0,5.0990195135927845,7.280109889280518,8.94427190999916,10.816653826391969,12.041594578792296,13.45362404707371,14.422205101855956,14.317821063276353,14.560219778561036,14.142135623730951,14.0,14.035668847618199,12.041594578792296,10.04987562112089,8.06225774829855,5.830951894845301,6.708203932499369,9.0,13.341664064126334,16.492422502470642,18.681541692269406
1787403550.978689,-70,0.0,26.019223662515376,25.079872407968907,24.08318915758459,21.095023109728988,18.439088914585774,14.866068747318506,12.206555615733702,10.0,9.486832980505138,11.045361017187261,11.045361017187261,12.165525060596439,13.152946437965905,14.317821063276353,13.601470508735444,13.0,12.206555615733702,11.40175425099138,9.899494936611665,8.48528137423857,5.656854249492381,2.8284271247461903,0.0,3.1622776601683795,5.0990195135927845,6.082762530298219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0990195135927845,3.0,2.23606797749979,3.1622776601683795,5.0990195135927845,6.324555320336759,8.06225774829855,9.219544457292887,11.313708498984761,13.45362404707371,14.422205101855956,15.231546211727817,14.560219778561036,15.033296378372908,15.033296378372908,15.297058540778355,14.560219778561036,12.649110640673518,10.198039027185569,8.06225774829855,6.324555320336759,6.4031242374328485,9.219544457292887,14.0,19.026297590440446,21.095023109728988
1787403551.3854127,-71,0.0,25.059928172283335,22.47220505424423,21.095023109728988,18.867962264113206,15.0,12.206555615733702,9.219544457292887,9.219544457292887,10.816653826391969,10.63014581273465,11.40175425099138,13.601470508735444,15.264337522473747,16.1245154965971,15.652475842498529,13.601470508735444,13.152946437965905,12.041594578792296,11.180339887498949,9.219544457292887,6.324555320336759,3.0,1.4142135623730951,2.8284271247461903,6.4031242374328485,8.48528137423857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.123105625617661,2.23606797749979,2.23606797749979,2.0,3.0,5.385164807134504,7.615773105863909,8.94427190999916,10.816653826391969,13.45362404707371,15.620499351813308,17.029386365926403,17.204650534085253,16.64331697709324,16.1245154965971,16.55294535724685,14.866068747318506,12.36931687685298,9.219544457292887,6.708203932499369,6.4031242374328485,8.06225774829855,12.083045973594572,14.422205101855956,17.204650534085253,18.867962264113206
1787403551.4040082,-71,0.0,26.92582403567252,25.709920264364882,23.769728648009426,20.8806130178211,17.46424919657298,13.601470508735444,11.40175425099138,9.486832980505138,9.055385138137417,10.198039027185569,11.40175425099138,13.341664064126334,15.297058540778355,15.297058540778355,15.033296378372908,14.035668847618199,13.152946437965905,12.36931687685298,10.770329614269007,8.54400374531753,6.324555320336759,3.1622776601683795,0.0,3.605551275463989,5.656854249492381,7.810249675906654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23606797749979,1.0,2.0,3.0,4.0,6.082762530298219,7.615773105863909,10.0,12.041594578792296,13.45362404707371,15.0,16.1245154965971,17.46424919657298,17.72004514666935,17.46424919657298,16.1245154965971,15.033296378372908,13.0,11.045361017187261,8.246211251235321,7.0710678118654755,8.54400374531753,12.0,15.297058540778355,19.6468827043885,21.587033144922902
1787403551.4630883,-82,0.0,20.615528128088304,19.235384061671343,18.110770276274835,16.0312195418814,16.0312195418814,15.132745950421556,14.866068747318506,12.529964086141668,9.848857801796104,7.615773105863909,6.324555320336759,4.123105625617661,7.280109889280518,7.615773105863909,12.0,13.92838827718412,13.601470508735444,14.422205101855956,15.264337522473747,15.231546211727817,13.416407864998739,11.313708498984761,7.810249675906654,2.0,2.23606797749979,7.280109889280518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67156809750927,17.4928556845359,12.36931687685298,9.055385138137417,5.0,4.0,3.605551275463989,7.0,9.0,9.219544457292887,10.770329614269007,10.44030650891055,12.165525060596439,11.180339887498949,11.180339887498949,13.341664064126334,11.045361017187261,7.0710678118654755,6.082762530298219,3.0,1.4142135623730951,5.0,5.656854249492381,6.708203932499369,8.0,8.0
1787403551.4950545,-71,0.0,24.413111231467404,23.853720883753127,23.021728866442675,20.0,16.278820596099706,13.038404810405298,10.198039027185569,9.486832980505138,11.40175425099138,12.727922061357855,12.727922061357855,12.806248474865697,14.866068747318506,16.401219466856727,17.204650534085253,17.0,17.08800749063506,15.524174696260024,14.317821063276353,12.165525060596439,9.219544457292887,6.324555320336759,2.23606797749979,2.23606797749979,4.47213595499958,6.324555320336759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.242640687119285,2.23606797749979,1.0,3.0,5.0990195135927845,6.324555320336759,7.615773105863909,10.0,11.313708498984761,14.212670403551895,16.64331697709324,17.4928556845359,17.46424919657298,16.76305461424021,16.492422502470642,15.297058540778355,14.142135623730951,11.0,9.055385138137417,6.324555320336759,5.0,7.0710678118654755,10.295630140987,14.422205101855956,18.027756377319946,20.808652046684813
1787403551.5109186,-71,0.0,23.769728648009426,22.847319317591726,21.540659228538015,19.697715603592208,17.0,12.727922061357855,10.770329614269007,9.055385138137417,9.848857801796104,10.63014581273465,12.041594578792296,13.038404810405298,15.652475842498529,16.55294535724685,16.15549442140351,15.524174696260024,13.152946437965905,13.0,12.165525060596439,10.198039027185569,8.06225774829855,5.0,1.4142135623730951,2.8284271247461903,4.242640687119285,5.385164807134504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0990195135927845,3.1622776601683795,2.0,2.8284271247461903,5.385164807134504,6.708203932499369,7.810249675906654,9.899494936611665,12.041594578792296,14.422205101855956,16.1245154965971,17.0,17.08800749063506,17.46424919657298,17.11724276862369,15.132745950421556,14.035668847618199,13.0,11.0,7.0710678118654755,4.242640687119285,8.06225774829855,12.36931687685298,14.866068747318506,17.88854381999832,19.697715603592208
1787403551.52695,-71,0.0,22.627416997969522,23.345235059857504,21.213203435596427,19.1049731745428,15.811388300841896,13.0,10.0,8.94427190999916,10.63014581273465,11.661903789690601,13.892443989449804,15.811388300841896,16.401219466856727,17.029386365926403,16.97056274847714,16.401219466856727,15.264337522473747,14.317821063276353,13.0,10.770329614269007,8.54400374531753,5.830951894845301,2.23606797749979,3.1622776601683795,6.082762530298219,7.0710678118654755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.385164807134504,3.1622776601683795,1.4142135623730951,3.0,4.0,6.0,7.280109889280518,10.295630140987,12.206555615733702,15.0,15.620499351813308,17.029386365926403,18.601075237738275,18.867962264113206,18.027756377319946,17.0,14.317821063276353,12.083045973594572,10.295630140987,7.810249675906654,6.324555320336759,7.280109889280518,10.0,14.142135623730951,18.384776310850235,20.518284528683193
1787403551.5428674,-70,0.0,24.186773244895647,24.186773244895647,23.259406699226016,20.615528128088304,16.76305461424021,13.152946437965905,10.198039027185569,9.433981132056603,9.433981132056603,11.704699910719626,12.36931687685298,13.152946437965905,14.560219778561036,15.231546211727817,15.652475842498529,16.1245154965971,15.0,14.142135623730951,13.601470508735444,13.038404810405298,9.433981132056603,5.0,1.0,2.8284271247461903,5.830951894845301,7.280109889280518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.1622776601683795,2.23606797749979,3.1622776601683795,5.385164807134504,6.082762530298219,8.0,10.198039027185569,13.341664064126334,16.15549442140351,18.35755975068582,18.867962264113206,18.601075237738275,17.029386365926403,16.278820596099706,16.278820596099706,14.866068747318506,12.206555615733702,10.816653826391969,7.810249675906654,6.082762530298219,7.211102550927978,10.816653826391969,14.7648230602334,18.35755975068582,20.591260281974
